id,class_id,sentence,partition,labels,lang
5359,BlRectangleShapeWithArrowExplanation,"even more compex would be to implement the support for positioning the arrow on different edges eg left, bottom or an ability to have multiple arrows on separate edges.",0,example,PHARO
5360,BlRectangleShapeWithArrowExplanation,this is where a class blvectorshape comes in handy.,0,classreferences;example,PHARO
5361,BlRectangleShapeWithArrowExplanation,creating a rectangle shape,0,example,PHARO
5362,BlRectangleShapeWithArrowExplanation,we will start with creation of the rectangle shape class blrectangleshape,0,classreferences;example,PHARO
5363,BlRectangleShapeWithArrowExplanation,example blrectangleshapewitharrowexplanation #rectangleshape previewshow #gtlivefor previewexpanded true previewheight 250,0,example,PHARO
5364,BlRectangleShapeWithArrowExplanation,translating the top edge,0,example,PHARO
5365,BlRectangleShapeWithArrowExplanation,in order to give the arrow pointing up enough space we should move the top edge of the rectangle down by the length of the arrow.,0,example,PHARO
5366,BlRectangleShapeWithArrowExplanation,first of all we should ask the rectangle shape to give us its top edge method blrectangleshape #topedge .,0,example,PHARO
5367,BlRectangleShapeWithArrowExplanation,by default the topedge of the rectangle is an instance of class bllineshape which can be translated by sending method bllineshape #moveby to the topedge,0,classreferences;example,PHARO
5368,BlRectangleShapeWithArrowExplanation,example blrectangleshapewitharrowexplanation #rectanglewithtranslatedtopedge previewshow #gtlivefor previewexpanded true previewheight 250,0,example,PHARO
5369,BlRectangleShapeWithArrowExplanation,injecting a line inside of the top edge,0,example,PHARO
5370,BlRectangleShapeWithArrowExplanation,next step on our way to the arrow is to inject a line segment equal to the length of the arrow in the middle of the topedge .,0,example,PHARO
5371,BlRectangleShapeWithArrowExplanation,it can be done by sending method bllineshape #injectlineat length to the topedge .,0,example,PHARO
5372,BlRectangleShapeWithArrowExplanation,since we want to inject a line right in the middle of the edge we pass 05 as a line location,0,example,PHARO
5373,BlRectangleShapeWithArrowExplanation,example blrectangleshapewitharrowexplanation #rectanglewithtopinjectedline previewshow #gtlivefor previewexpanded true previewheight 250,0,example,PHARO
5374,BlRectangleShapeWithArrowExplanation,splitting the injected line,0,example,PHARO
5375,BlRectangleShapeWithArrowExplanation,we are almost ready to create a rectangular arrow.,0,example,PHARO
5376,BlRectangleShapeWithArrowExplanation,we just need to split an injected line in half in order to create the top corner of the rectangle.,0,example,PHARO
5377,BlRectangleShapeWithArrowExplanation,we can do so by sending a method bllineshape #splitat to the now middle section of the topedge which was created by the previous line injection step,0,example,PHARO
5378,BlRectangleShapeWithArrowExplanation,example blrectangleshapewitharrowexplanation #rectanglewithtoppolylinesplitinhalf previewshow #gtlivefor previewexpanded true previewheight 250,0,example,PHARO
5379,BlRectangleShapeWithArrowExplanation,moving the top of the triangle,0,example,PHARO
5380,BlRectangleShapeWithArrowExplanation,once we have everything we need for the arrow triangle we can move it s top up by the length of the arrow.,0,example,PHARO
5381,BlRectangleShapeWithArrowExplanation,to do so we should send method blpointshape #moveby to the connection point of the splitted line in the middle of the topedge .,0,example,PHARO
5382,BlRectangleShapeWithArrowExplanation,after doing so we receive the expected vector shape we we can later use together with class blshapegeometry,0,classreferences;example,PHARO
5383,BlRectangleShapeWithArrowExplanation,example blrectangleshapewitharrowexplanation #rectanglewithtoparrow previewshow #gtlivefor previewexpanded true previewheight 250,0,example,PHARO
5384,SpartaLine,i represent a line.,0,intent,PHARO
5385,SpartaLine,"i am meant to be polymorphic with rectangle and path and can be used as path in various operations, except clipping.",0,responsibilities,PHARO
5386,SpartaLine,public api and key messages,0,keymessages,PHARO
5387,SpartaLine,from get my start point,0,keymessages,PHARO
5388,SpartaLine,to get my end point,0,keymessages,PHARO
5389,SpartaLine,spartaline from 10@10 to 20@20,0,keymessages,PHARO
5390,BlScalableFitHeightStrategy,i make sure that content element fits vertically within scalable element.,0,responsibilities,PHARO
5391,BlScalableFitWidthStrategy,i make sure that content element fits horizontally within scalable element.,0,responsibilities,PHARO
5392,SpUserFontSource,i represent a font face source and know how to retrieve font contents from it,0,intent;responsibilities,PHARO
5393,BlSelection,i represent a text selection defined as interval from^^^to,0,intent,PHARO
5394,BlSpaceEventExamples,i contain examples of space related events,0,responsibilities,PHARO
5395,SpUserFontSourceBuffer,i am a buffer source.,0,intent,PHARO
5396,BlSpaceFramePhase,i represent a frame phase.,0,intent,PHARO
5397,BlSpaceFramePhase,each phase knows about its start time and send a corresponding event once the phase is completed.,0,responsibilities,PHARO
5398,TBlEventTarget,i implement a basic infrastructure of event management.,0,responsibilities,PHARO
5399,BlSpartaMozSkiaCanvasBuilder,i am a copy of class blspartamozcanvasbuilder.,0,intent,PHARO
5400,TSpartaCompositeFilter,i am a composite filter and can have an arbitrary amount of input soures,0,intent,PHARO
5401,BlSpartaMozSkiaCanvasBuilder,i build sparta canvas using moz2d backend,0,responsibilities,PHARO
5402,TSpartaCompositeFilter,example,0,example,PHARO
5403,TSpartaCompositeFilter,merge filter primitive is just a composite filter with over composion mode.,0,example,PHARO
5404,TSpartaCompositeFilter,merge canvas compositefilter,0,example,PHARO
5405,BlTextBackgroundAttribute,i represent a text background attribute.,0,intent,PHARO
5406,TSpartaCompositeFilter,over,0,example,PHARO
5407,BlTextBackgroundAttribute,i am used together with brtext and brtextstyler to style text.,0,collaborators;responsibilities,PHARO
5408,TSpartaCompositeFilter,source filter1,0,example,PHARO
5409,BlTextBackgroundAttribute,public api and key messages,0,keymessages,PHARO
5410,TSpartaCompositeFilter,source filter2,0,example,PHARO
5411,BlTextBackgroundAttribute,paint set background paint,0,keymessages,PHARO
5412,TSpartaCompositeFilter,source filter3,0,example,PHARO
5413,BlTextBackgroundAttribute,example,0,example,PHARO
5414,TSpartaCompositeFilter,source filter4,0,example,PHARO
5415,BlTextBackgroundAttribute,brtextbackgroundattribute paint color yellow,0,example,PHARO
5416,TSpartaPaint,tspartapaint,0,responsibilities,PHARO
5417,TSpartaPaint,i define an api of a paint.,0,responsibilities,PHARO
5418,BlTextElementMeasurementStrategyExamples,text measurement strategies,0,example,PHARO
5419,TSpartaPaint,overview,0,responsibilities,PHARO
5420,BlTextElementMeasurementStrategyExamples,"class bltextelement provides different text measurement strategies, each suitable for a specific use case.",0,collaborators,PHARO
5421,TSpartaPaint,"a paint is transformable and can be used with one of extend modes, for example repeat, reflect or clamp.",0,responsibilities,PHARO
5422,BlTextElementMeasurementStrategyExamples,"there is no perfect strategy, therefore understanding the differences between them is an important step in learning how to work with text in bloc.",0,collaborators;example,PHARO
5423,TSpartaPaint,i am instantiated by canvas and does not supposed to be created by refering paint class directly.,0,collaborators,PHARO
5424,BlTextElementMeasurementStrategyExamples,label measurement,0,example,PHARO
5425,TSpartaPaint,sparta canvas provides a paint builder that should be used to build concerete paints.,0,collaborators,PHARO
5426,TSpartaPaint,public api and key messages,0,keymessages,PHARO
5427,BlTextElementMeasurementStrategyExamples,the height of the text element in this case is a sum of ascent and descent which is given by the font.,0,example,PHARO
5428,TSpartaPaint,i define an api of an abstract paint.,0,keymessages,PHARO
5429,BlTextElementMeasurementStrategyExamples,it means that the height of the text is independent from the content.,0,example,PHARO
5430,TSpartaPaint,"transformation to get current transformation matrix, can not be mil",0,keymessages,PHARO
5431,BlTextElementMeasurementStrategyExamples,the width is given by the exact bounds of the element s text.,0,example,PHARO
5432,TSpartaPaint,transformation set new paint transformation.,0,keymessages,PHARO
5433,TSpartaPaint,"if not set, supposed to be identity.",0,keymessages,PHARO
5434,BlTextElementMeasurementStrategyExamples,"please note, that since the width is precise and depends on the content, whitespace is not taken into account when computing the width of the text element.",0,example,PHARO
5435,TSpartaPaint,clamp do not repeat me,0,keymessages,PHARO
5436,BlTextElementMeasurementStrategyExamples,example bltextelementmeasurementstrategyexamples #textelementwithlabelmeasurement nocode previewshow #gtlivefor previewheight 100,0,example,PHARO
5437,TSpartaPaint,reflect mirror the image,0,keymessages,PHARO
5438,BlTextElementMeasurementStrategyExamples,editor measurement,0,example,PHARO
5439,TSpartaPaint,repeat repeat in both x and y axis,0,keymessages,PHARO
5440,BlTextElementMeasurementStrategyExamples,a similar measurement strategy which is designed to be used in a text editor computes the width of the element using the #advance property of a text paragraph.,0,example,PHARO
5441,TSpartaPaint,repeatx repeat only x axis,0,keymessages,PHARO
5442,BlTextElementMeasurementStrategyExamples,the height is computed as a sum of ascent and descent.,0,example,PHARO
5443,TSpartaPaint,repeaty repeat only y axis,0,keymessages,PHARO
5444,BlTextElementMeasurementStrategyExamples,method bltextelement #editormeasurement,0,example,PHARO
5445,TSpartaPaint,rotatebydegrees rotate me by amount of degrees clockwise,0,keymessages,PHARO
5446,BlTextElementMeasurementStrategyExamples,example bltextelementmeasurementstrategyexamples #textelementwitheditormeasurement nocode previewshow #gtlivefor previewheight 100,0,example,PHARO
5447,TSpartaPaint,rotatebyradians rotate me by amount of radians clockwise,0,keymessages,PHARO
5448,BlTextElementMeasurementStrategyExamples,precise measurement,0,example,PHARO
5449,TSpartaPaint,"scaleby scale me by a factor, a point or a number.",0,keymessages,PHARO
5450,BlTextElementMeasurementStrategyExamples,"however, sometimes we want to know the exact and precise text bounds.",0,example,PHARO
5451,TSpartaPaint,translateby translate me by a point or a number,0,keymessages,PHARO
5452,BlTextElementMeasurementStrategyExamples,method bltextelement #tightmeasurement does exactly that and clips off any white space surrounding the text.,0,example,PHARO
5453,BlTextElementMeasurementStrategyExamples,"it may be useful for displaying a short piece of a text, usually a word centered within a larger element.",0,example,PHARO
5454,BlTextElementMeasurementStrategyExamples,example bltextelementmeasurementstrategyexamples #textelementwithtightmeasurement nocode previewshow #gtlivefor previewheight 75,0,example,PHARO
5455,BlTextElementMeasurementStrategyExamples,conslusion,0,example,PHARO
5456,BlTextElementMeasurementStrategyExamples,example bltextelementmeasurementstrategyexamples #measurementdifference nocode previewshow #gtlivefor previewheight 220,0,example,PHARO
5457,TSpartaStrokeOptions,i define an api of stroke options object.,0,keymessages;responsibilities,PHARO
5458,TSpartaStrokeOptions,stroke options are used in stroking operations.,0,keymessages;responsibilities,PHARO
5459,TSpFontDescriptor,"i am a helper trait that defines basic font properties such as weight, style and stretch",0,intent;responsibilities,PHARO
5460,TSpTextRun,i define an api of a text run an object that holds an array of glyphs that represent a piece of text.,0,intent;responsibilities,PHARO
5461,BlTextUnderlineAttribute,i represent a text underline attribute.,0,intent,PHARO
5462,BlTextUnderlineAttribute,i am used together with class bltext and class tbltextstyleable to style text.,0,collaborators;responsibilities,PHARO
5463,XdDocumentsExamples,how to create base64 string,0,example,PHARO
5464,XdDocumentsExamples,adocument anxdfile,0,example,PHARO
5465,BlTime,i encapsulate a concept of time and play a role of a time provider for animations or other parts of the system that compute durations or how much time passed since some action.,0,classreferences;collaborators;responsibilities,PHARO
5466,XdDocumentsExamples,adocument gt2documentexamples new documentwithexistingclass.,0,example,PHARO
5467,XdDocumentsExamples,anxdfile adocument savetoxdoc.,0,example,PHARO
5468,XdDocumentsExamples,znbase64encoder new,0,example,PHARO
5469,XdDocumentsExamples,breaklines,0,example,PHARO
5470,XdDocumentsExamples,encode anxdfile streamingstrategy bytes,0,example,PHARO
5471,BlUniverseEvent,i am an event that is sent to the universe by the host to control the universe s lifecycle,0,classreferences;collaborators;intent,PHARO
5472,BlUniverseEventsCleared,emitted when all of the event loop s events have been processed and control flow is about to be taken away from the universe.,0,responsibilities,PHARO
5473,BlVisibilityHidden,i am a concrete visibility type hidden .,0,intent,PHARO
5474,BrEditorTextFlowLine,i represent a single line of a flow layout.,0,intent,PHARO
5475,BrEditorTextFlowLine,i store reference to the next line in order to avoid unnecessary array of lines creation for a very common case of just one line,0,responsibilities,PHARO
5476,BrExampleColoredElementStencil,i am an example of a custom stencil that creates a rounded rectangular element with cusomizable background color and corner radius,0,intent;keymessages;responsibilities,PHARO
5477,BrExamplesShowroom,i am a collection of showroom examples.,0,intent,PHARO
5478,BrExamplesShowroom,buttons,0,example,PHARO
5479,BrExamplesShowroom,in the example below we show all existing button styles,0,example,PHARO
5480,BrExamplesShowroom,"the following glamorous button reacts to various ui interaction events and changes its style according the state pressed, hovered",0,example,PHARO
5481,BrExamplesShowroom,example brexamplesshowroom #glamorousbutton,0,example,PHARO
5482,BrExamplesShowroom,button can also be disabled to prevent click events,0,example,PHARO
5483,BrExamplesShowroom,example brexamplesshowroom #glamorousdisabledbutton,0,example,PHARO
5484,BrExamplesShowroom,toggles,0,example,PHARO
5485,BrExamplesShowroom,labelled toggle,0,example,PHARO
5486,BrExamplesShowroom,to create a toggle button with a label user should the corresponding class brmaterialtogglewithiconlook,0,example,PHARO
5487,BrExamplesShowroom,example brexamplesshowroom #materiallabeltoggle,0,example,PHARO
5488,BrExamplesShowroom,iconified toggle,0,example,PHARO
5489,BrExamplesShowroom,example brexamplesshowroom #materialicontoggle,0,example,PHARO
5490,BrExamplesShowroom,we can compose label and icon looks to create a toggle button with both label and the icon.,0,example,PHARO
5491,BrExamplesShowroom,note that the order of looks defines the visual order of the label and icon,0,example,PHARO
5492,BrExamplesShowroom,example brexamplesshowroom #materialtoggle,0,example,PHARO
5493,BrExamplesShowroom,thus being said by swapping the label and icon look we can move the icon to the right from the label,0,example,PHARO
5494,BrExamplesShowroom,example brexamplesshowroom #materialreversedtoggle,0,example,PHARO
5495,BrExamplesShowroom,accordion,0,example,PHARO
5496,BrExamplesShowroom,tabs,0,example,PHARO
5497,BrExamplesShowroom,the content of each tab is defined with the help of a stencil.,0,example,PHARO
5498,BrExamplesShowroom,toolbar,0,example,PHARO
5499,BrExamplesShowroom,the toolbar is a logical set of action buttons either labelled or iconified .,0,example,PHARO
5500,BrExamplesShowroom,example brexamplesshowroom #glamoroustoolbar,0,example,PHARO
5501,BrExamplesShowroom,example brexamplesshowroom #materialtoolbar,0,example,PHARO
5502,BrExamplesShowroom,list,0,example,PHARO
5503,BrGlamorousIcons,i am a glamorous icons container.,0,intent,PHARO
5504,BrGlamorousIcons,it imports all png files and creates class methods with the same name.,0,example;responsibilities,PHARO
5505,BrGlamorousIcons,brglamorousicons importiconsfromdirectory .,0,example,PHARO
5506,BrGlamorousIcons,gt icons asfilereference,0,example,PHARO
5507,BrGlamorousIcons,here is a list of available icons,0,keymessages,PHARO
5508,BrGlamorousIcons,class brglamorousicons show gticonsfor expanded,0,keymessages,PHARO
5509,BrInteractiveModel,"i am a composite interaction model responsible for managing widget state such as pressed, hovered, focused.",0,collaborators;intent;responsibilities,PHARO
5510,BrLook,i define how widgets look.,0,responsibilities,PHARO
5511,BrLook,in addition to the brviewmodel i listen to ui events and update decoration non meaningful elements of the widgets,0,classreferences;collaborators;responsibilities,PHARO
5512,BrMaterialToggleBackgroundLook,i describe how background of a material toggle button changes due to toggle events,0,responsibilities,PHARO
5513,BrPagerPagePreviewResizeListener,i update the size of a page preview element in a scroll bar according to the size of a corresponding page,0,responsibilities,PHARO
5514,BrPagerPageResizerElement,i am the element with which a pager page can be resized horizontally.,0,collaborators;intent,PHARO
5515,BrSelectionRequest,i am sent by a look to request selection update from the view model,0,responsibilities,PHARO
5516,BrTabAddedEvent,i am sent when a new tab is added to class brtabgroupmodel,0,classreferences;collaborators;responsibilities,PHARO
5517,BrTextEditor,the moldable editor,0,intent,PHARO
5518,BrTextEditor,"i edit text and provide high level abstractions of essential text editor functionality such as selection, cursor, text insertions and deletions.",0,responsibilities,PHARO
5519,BrTextEditor,i make use of class brtextadornmentattribute to augment text with visual elements.,0,classreferences;collaborators,PHARO
5520,BrTextEditorCursorElementRemovedEvent,i am sent by the text editor element when an element playing a role of the cursor is removed from the editor,0,intent;responsibilities,PHARO
5521,BrTextEditorExamples,today we will learn how to compose an editor,0,responsibilities,PHARO
5522,BrTextEditorExamples,show gtprintin,0,example,PHARO
5523,BrTextEditorExamples,10 factorial,0,example,PHARO
5524,BrTextEditorExamples,first create the text,0,example,PHARO
5525,BrTextEditorExamples,example brtexteditorexamples #newtext,0,example,PHARO
5526,BrTextEditorExamples,"next, we build the editor",0,example,PHARO
5527,BrTextEditorExamples,example brtexteditorexamples #neweditor,0,example,PHARO
5528,BrTextEditorExamples,"then, we attach text to the enditor.",0,example,PHARO
5529,BrTextEditorExamples,example brtexteditorexamples #editor text,0,example,PHARO
5530,BrTextEditorExamples,"next, we create an editor element.",0,example,PHARO
5531,BrTextEditorExamples,example brtexteditorexamples #newelement show gtlivein,0,example,PHARO
5532,BrTextEditorExamples,"and finally, build everything together",0,example,PHARO
5533,BrTextEditorExamples,example brtexteditorexamples #element editortext show gtlivein,0,example,PHARO
5534,BrTextEditorExamples,done,0,example,PHARO
5535,BrTextEditorLetterInputFilter,i only allow letters,0,responsibilities,PHARO
5536,BrTextEditorLineSplitter,i split a piece of text into line segments class brtexteditorlinesegment,0,classreferences;responsibilities,PHARO
5537,BrTextEditorSelectionRecorder,i am used to record text selection intervals while user drags mouse over the text editor.,0,collaborators;responsibilities,PHARO
5538,BrTextEditorSelectionRecorder,additionally i play a role of a selection strategy to support single or multiple selection.,0,collaborators;responsibilities,PHARO
5539,BrTextEditorSelectionUpdateCommand,i do the hard job of visually updating selection by requesting segment holders to partially update themselves,0,keymessages;responsibilities,PHARO
5540,GlutinResumedEvent,emitted when the application has been resumed.,0,responsibilities,PHARO
5541,GtABAddress,i hold all data relevant for an address,0,responsibilities,PHARO
5542,GtConnectorButtonAddedEvent,is sent after button is added to the scene graph,0,responsibilities,PHARO
5543,GtConnectorButtonCreatedEvent,is sent by buttonattribute after button is created.,0,collaborators;responsibilities,PHARO
5544,GtConnectorButtonCreatedEvent,i allow connector to be notified and attach its own additional handlers to newly created button,0,collaborators;responsibilities,PHARO
5545,GtDiagrammerArrowheadFilledCircleStencil,i create a filled circle arrow head with the border and background equal to the color of the curve,0,responsibilities,PHARO
5546,GtDiagrammerArrowheadFilledTriangleStencil,i create a filled triangle arrowhead,0,responsibilities,PHARO
5547,GtDiagrammerArrowheadNoneStencil,i am used to remove arrow heads,0,responsibilities,PHARO
5548,GtDiagrammerDummyTool,i am a dummy tool that does nothing,0,intent;responsibilities,PHARO
5549,GtDiagrammerEditorList,i display a list of editors of an object in a vertical list.,0,collaborators;responsibilities,PHARO
5550,GtDiagrammerEditorList,i fetch data from the diagrammer editor data source,0,collaborators;responsibilities,PHARO
5551,MalFormalContext,malformalcontext mammals2 computeconcepts,0,example,PHARO
5552,MalHgNode,a malhgnode is a node inside a hierarchical graph.,1,intent,PHARO
5553,MalHgNode,"it knows the graph it belongs to, its children and its parent, on which level in the graph it resides and its outgoing ind incoming edges.",0,keymessages;responsibilities,PHARO
5554,MalHgNode,one can also store arbitrary informaition as attributes to a node.,1,keymessages;responsibilities,PHARO
5555,MalHgNode,attributes dictionary,0,keymessages,PHARO
5556,MalHgNode,children orderedcollection,1,keymessages,PHARO
5557,MalHgNode,higraph malhierarchicalgraph,0,keymessages,PHARO
5558,MalHgNode,incoming orderedcollection,1,keymessages,PHARO
5559,MalHgNode,level number,0,keymessages,PHARO
5560,MalHgNode,outgoing orderedcollection,1,keymessages,PHARO
5561,MalHgNode,parent malhgnode,0,keymessages,PHARO
5562,MalHgNode,attributes,1,keymessages,PHARO
5563,MalHgNode,dictionary to attach arbitrary information to a node,0,keymessages,PHARO
5564,MalHgNode,children,1,keymessages,PHARO
5565,MalHgNode,empty collection if the node is a leaf in the hierarchy.,0,keymessages,PHARO
5566,MalHgNode,higraph,1,keymessages,PHARO
5567,MalHgNode,the malhierarchicalgraph this node belongs to.,0,keymessages,PHARO
5568,MalHgNode,incoming,1,keymessages,PHARO
5569,MalHgNode,level,0,keymessages,PHARO
5570,MalHgNode,"the larger the number, the deeper down in the hierarchy the node is located.",1,keymessages,PHARO
5571,MalHgNode,outgoing,0,keymessages,PHARO
5572,MalHgNode,parent,1,keymessages,PHARO
5573,MalKruskal,kruskal s algorithm is a greedy algorithm in graph theory that finds a minimum spanning tree for a connected weighted graph.,0,responsibilities,PHARO
5574,MalKruskal,"this means it finds a subset of the edges that forms a tree that includes every vertex, where the total weight of all the edges in the tree is minimized.",1,responsibilities,PHARO
5575,MalKruskal,"if the graph is not connected, then it finds a minimum spanning forest a minimum spanning tree for each connected component .",0,responsibilities,PHARO
5576,MalLatticePatterns,the class implements the identification of patterns in fca lattices.,1,responsibilities,PHARO
5577,MalLatticePatterns,we can detect like horizontal decomposition with the algos in the class.,0,responsibilities,PHARO
5578,MalLatticePatterns,data fca context lattice,1,example,PHARO
5579,MalLatticePatterns,data # # #cat # #fourlegs #hair # #dog # #smart #fourlegs #hair # #dolphin # #smart #marine # #gibbon # #hair #smart #thumbed # #man # #smart #thumbed # #whale # #smart #marine .,0,example,PHARO
5580,MalLatticePatterns,fca malformalcontext new.,1,example,PHARO
5581,MalLatticePatterns,context fca with data using #first using #last.,0,example,PHARO
5582,MalLatticePatterns,mallatticepatterns on mallattice on context reportpatterns,1,example,PHARO
5583,MalLatticePatterns,for moose models,0,example,PHARO
5584,MalLatticePatterns,fca model treillis context,1,example,PHARO
5585,MalLatticePatterns,model moosemodel root allmodels second.,0,example,PHARO
5586,MalLatticePatterns,fca malformalcontext new.,1,example,PHARO
5587,MalLatticePatterns,context fca with model allmodelclasses using #yourself using cl cl methods collect m m name .,0,example,PHARO
5588,MalLatticePatterns,treillis mallattice on context .,1,example,PHARO
5589,MalLatticePatterns,transcript clear.,0,example,PHARO
5590,MalLatticePatterns,mallatticepatterns on treillis reportpatterns.,1,example,PHARO
5591,MalLatticePatterns,mallattice new viewlattice treillis .,0,example,PHARO
5592,MalLatticePatterns,smalltalk collection class hierarchy,1,example,PHARO
5593,MalLatticePatterns,fca model treillis context,0,example,PHARO
5594,MalLatticePatterns,treillis mallattice on malformalcontext classhierarchycollection .,1,example,PHARO
5595,MalLatticePatterns,mallatticepatterns on treillis reportmodules.,0,example,PHARO
5596,MalNodeWithPreviousAndNext,a basic node able to host the model and to represent edges with no additional class.,1,responsibilities,PHARO
5597,MalRowMatrix,this class is part of hapax.,0,collaborators;intent,PHARO
5598,MalRowMatrix,"hapax is distributed under bsd license, see package comment.",1,collaborators;intent,PHARO
5599,MalTerms,terms subclasses bag with support for handling stopwords etc,0,intent;responsibilities,PHARO
5600,MalTerms,terms addstring string using camelcasescanner new.,1,example,PHARO
5601,MalTerms,"copyright c , 2004 2007 adrian kuhn.",0,collaborators,PHARO
5602,MalTerms,this class is part of hapax.,1,collaborators,PHARO
5603,MalTerms,"hapax is distributed under bsd license, see package comment.",0,collaborators,PHARO
5604,ManifestFamixPharoSmalltalkEntities,i store metadata for this package.,1,responsibilities,PHARO
5605,ManifestFamixPharoSmalltalkEntities,these meta data are used by other tools such as the smalllintmanifestchecker and the critics browser,0,classreferences;collaborators,PHARO
5606,ManifestMooseQuery,i store metadata for this package.,1,responsibilities,PHARO
5607,ManifestMooseQuery,these meta data are used by other tools such as the smalllintmanifestchecker and the critics browser,0,classreferences;collaborators,PHARO
5608,MooseAbstractImporter,i m the root for the new importer.,1,intent,PHARO
5609,MooseCustomTask,moosecustomtask is a task perform some computation specified as a block.,0,intent,PHARO
5610,MooseCustomTask,the main api is then,1,keymessages,PHARO
5611,MooseCustomTask,with ablock description adescription length anumber,0,keymessages,PHARO
5612,MooseEntity,mooseentity is an abstract entity.,1,intent,PHARO
5613,MooseEntity,"any moose entity should answer its mooseid, its moosename and its moosemodel.",0,keymessages,PHARO
5614,MooseEntity,extension mechanism,1,example,PHARO
5615,MooseEntity,the state instance variable provides a mechanism for extending the state of entities.,0,example,PHARO
5616,MooseEntity,this is achieved through mooseentitystate.,1,example,PHARO
5617,MooseEntity,"using this mechanism, a package can extend an entity to add more state.",0,example,PHARO
5618,MooseEntity,this extension will only be visible when the package is loaded.,1,example,PHARO
5619,MooseEntity,this is an important mechanism to enable extensibility and modularity.,0,example,PHARO
5620,MooseEntity,"for example, if you have yourentity that subclasses mooseentity, you can extend it with",1,example,PHARO
5621,MooseEntity,yourentity yourextendingattribute,0,example,PHARO
5622,MooseEntity,^ self privatestate attributeat #yourextendingattribute,1,example,PHARO
5623,MooseEntity,see mooseentitystate for more information,0,example,PHARO
5624,MooseEntity,meta descriptions,1,example,PHARO
5625,MooseEntity,entities should also be meta described in terms of fame.,0,example,PHARO
5626,MooseEntity,this is achieved by means of pragmas,1,example,PHARO
5627,MooseEntity,"first, on the class side, you should have a method .",0,example,PHARO
5628,MooseEntity,"for example, yourentity could have",1,example,PHARO
5629,MooseEntity,yourentity class annotation,0,example,PHARO
5630,MooseEntity,mseclass #yourentity super #mooseentity,1,example,PHARO
5631,MooseEntity,package yourpackage,0,example,PHARO
5632,MooseEntity,msecomment the yourentity smalltalk class has a correspondent yourentity meta entity in the fame world,1,example,PHARO
5633,MooseEntity,the pragma mseproperty type must be placed in the getter method to denote a fame property.,0,example,PHARO
5634,MooseEntity,for example,0,example,PHARO
5635,MooseEntity,yourentity yourextendingattribute,0,example,PHARO
5636,MooseEntity,mseproperty #yourextendingattribute type #yourtype,0,example,PHARO
5637,MooseEntity,msecomment this is an attribute extended in a different package,0,example,PHARO
5638,MooseEntity,^ self privatestate attributeat #yourextendingattribute,0,example,PHARO
5639,MooseEntity,important api,0,keymessages,PHARO
5640,MooseEntity,mooseid is an integer that uniquely identifies this entity within the entire moose environment.,0,keymessages,PHARO
5641,MooseEntity,it should not change nor be nil.,0,keymessages,PHARO
5642,MooseEntity,it is generated automatically during the creation of the mooseentity.,0,keymessages,PHARO
5643,MooseEntity,moosemodel of an entity is must be an instance of moosemodel.,0,keymessages,PHARO
5644,MooseEntity,it may be nil if the entity is not part of a model.,0,keymessages,PHARO
5645,MooseEntity,"each entity belongs to one and only one model, if an entity has not yet been added to a model or if an entity has been removed from a model the moosemodel is undefined, that is it may be nil.",0,keymessages,PHARO
5646,MooseEntity,moosedescription returns the corresponding fm3metadescription instance,0,keymessages,PHARO
5647,MooseEntity,moosename returns a symbol that should qualify the current entity.,0,keymessages,PHARO
5648,MooseEntity,it does not have to be unique,0,keymessages,PHARO
5649,MooseSystemComplexityLocator,self openon moosemodel root allmodels last allmodelclasses,0,example,PHARO
5650,MooseVisualLocator,the moosevisuallocator is a simple template that offers a list of classes on the left hand side and some presentation on the right hand side.,0,intent;responsibilities,PHARO
5651,PackageBlueprintTestResource,i am a test resource building a famixstmodel with the package blueprint test resource entities.,0,classreferences;collaborators;intent;responsibilities,PHARO
5652,TDependencyQueries,description,0,responsibilities,PHARO
5653,TDependencyQueries,"this trait provides a common, paradigm agnostic vocabulary to query dependencies of software entities.",0,responsibilities,PHARO
5654,TDependencyQueries,it includes some generic way to query an entity via its associations.,0,keymessages,PHARO
5655,TDependencyQueries,the api offer the possibility to query an entity with three parameters,0,keymessages,PHARO
5656,TDependencyQueries,the direction of the navigation incoming outgoing in out,0,keymessages,PHARO
5657,TDependencyQueries,"the kind of association famixacces, famixreference, all.",0,keymessages,PHARO
5658,TDependencyQueries,"the scope of the query the receiver, the receiver and its children",0,keymessages,PHARO
5659,TDependencyQueries,the actual core of the algorithms are in moosequerycalculator class.,0,classreferences;collaborators,PHARO
5660,TDependencyQueries,public api and key messages,0,keymessages,PHARO
5661,TDependencyQueries,#query asymbol with afamixassociation looks for the associations of the kind afamixassociation in the direction described by the symbol in the receiver and its children.,0,keymessages,PHARO
5662,TDependencyQueries,#querylocal asymbol with afamixassociation looks for the associations of the kind afamixassociation in the direction described by the symbol in the receiver.,0,keymessages,PHARO
5663,TDependencyQueries,#queryall asymbol looks for the associations in the direction described by the symbol in the receiver and its children.,0,keymessages,PHARO
5664,TDependencyQueries,examples,0,example,PHARO
5665,TDependencyQueries,afamixclass query #in with famixinheritance.,0,example,PHARO
5666,TDependencyQueries,will return a mooseincomingqueryresult containing the famixinheritance associations having afamixclass or its children as target,0,example,PHARO
5667,TDependencyQueries,afamixmethod query #out with famixaccess.,0,example,PHARO
